industry_desc,ind_code,year,emp_code,est_number,total_employment,paid_employees,total_income,total_exp,compensation,other_exp,value_of_output,intermediate_exp,value_added,tf_assets,change_inv,subsidy,commerce_transaction
Manufacture of leather parts of footwear,15119,2016,A,6,806,802,572760.00,535696.00,131022.00,404673.00,587993.00,256888.00,197539.00,17235.00,35411.00,0.00,0.00
Manufacture of rough lumber,15121,2016,A,20,1266,1256,1752640.00,1517286.00,187342.00,1329944.00,1781538.00,1136667.00,621441.00,1158.00,6908.00,0.00,0.00
Manufacture of worked lumber,15122,2016,A,5,431,431,777118.00,770358.00,81508.00,688850.00,808790.00,603538.00,136332.00,13734.00,18064.00,0.00,0.00
Manufacture of veneer sheets and plywood,15125,2016,A,28,4518,4509,14390822.00,13283254.00,600967.00,12682287.00,14522795.00,11740687.00,2167995.00,842814.00,17090.00,0.00,0.00
"Manufacture of wooden window and door screens, shades and venetian blinds",15127,2016,A,5,544,544,768571.00,694061.00,99239.00,594822.00,749505.00,464473.00,205830.00,8233.00,-4082.00,0.00,0.00
Manufacture of other builders' carpentry and joinery; millworking,15128,2016,A,13,4324,4320,32407015.00,27139314.00,1059178.00,26080136.00,32044819.00,24809422.00,6651299.00,266690.00,311925.00,0.00,0.00
Manufacture of wooden containers,15129,2016,A,7,268,264,244463.00,220138.00,24384.00,195754.00,245298.00,175450.00,59934.00,60.00,-6220.00,50.00,0.00
Manufacture of wood carvings,15130,2016,A,21,1848,1836,924441.00,840111.00,197282.00,642829.00,936235.00,530528.00,323758.00,14650.00,12169.00,58.00,0.00
Manufacture of charcoal outside the forest,15131,2016,A,4,277,277,522760.00,460765.00,32326.00,428439.00,527675.00,350994.00,145702.00,15139.00,38901.00,0.00,54182.00
Manufacture of rattan and cane containers,15133,2016,A,4,347,345,292759.00,242714.00,24166.00,218548.00,248414.00,168702.00,80407.00,0.00,21170.00,0.00,0.00
Manufacture of small cane wares,15135,2016,A,21,888,855,813439.00,709330.00,121952.00,587378.00,760929.00,461359.00,249856.00,11283.00,-7785.00,0.00,0.00
Pulp milling,15140,2016,A,6,666,666,3979145.00,3981406.00,186170.00,3795236.00,3972199.00,3288046.00,431222.00,122874.00,73008.00,0.00,0.00
Paper and paperboard milling,15141,2016,A,25,3431,3431,19222616.00,17224542.00,1019952.00,16204590.00,19042166.00,14343107.00,3844804.00,316210.00,206058.00,0.00,0.00
Manufacture of hand-made paper,15142,2016,A,5,735,732,91077.00,96872.00,31199.00,65673.00,93300.00,47986.00,29421.00,0.00,1135.00,0.00,0.00
"Manufacture of pulp, paper and paperboard, n.e.c.",15143,2016,A,11,903,895,7783655.00,6810802.00,460306.00,6350497.00,7865097.00,4994957.00,1883753.00,224313.00,284562.00,0.00,0.00
Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,15144,2016,A,88,8529,8339,36629469.00,33172590.00,3718645.00,29453945.00,36594676.00,26165841.00,8603759.00,676674.00,163970.00,0.00,0.00
Manufacture of household and personal hygiene paper and cellulose wadding products,15145,2016,A,16,2185,2181,3711302.00,3606058.00,217045.00,3389013.00,3438531.00,2595259.00,494945.00,15925.00,-274741.00,0.00,0.00
"Manufacture of wadding of textile materials and articles of wadding (e.g. sanitary towels, tampons, etc.)",15146,2016,A,7,2307,2307,6807585.00,6470079.00,137084.00,6332995.00,6905181.00,5975132.00,652506.00,40332.00,385793.00,0.00,0.00
Manufacture of other articles of paper,15147,2016,A,41,3508,3506,12325995.00,11464899.00,1019046.00,10445853.00,12395154.00,9696084.00,2370562.00,959844.00,502183.00,0.00,0.00
Manufacture of other articles of paperboard,15148,2016,A,12,855,855,1064169.00,1025999.00,128564.00,897436.00,1107105.00,841677.00,192894.00,14.00,-91366.00,0.00,0.00
Printing,15149,2016,A,316,15855,15835,29751785.00,25905731.00,3613261.00,22292470.00,28835586.00,16729429.00,10227484.00,884543.00,243222.00,0.00,0.00
"Service activities related to printing, n.e.c.",15152,2016,A,18,998,998,1406942.00,1342065.00,167919.00,1174146.00,1408531.00,1010278.00,302510.00,9356.00,-20315.00,0.00,0.00
Manufacture of refined petroleum products,15156,2016,A,11,1971,1968,402115216.00,388456367.00,5709909.00,382746458.00,389472794.00,332167109.00,35257060.00,61824.00,-27028140.00,0.00,0.00
Manufacture of ethanol,15158,2016,A,4,623,621,4519722.00,4986828.00,168688.00,4818139.00,4184858.00,3723392.00,260147.00,185672.00,-155215.00,0.00,0.00
Manufacture of industrial (compressed and liquefied) gases,15159,2016,A,29,1370,1355,6639403.00,5713890.00,470647.00,5243244.00,6159750.00,3663939.00,1826004.00,11839.00,53481.00,0.00,0.00
Manufacture of inorganic salts and compounds,15160,2016,A,6,497,495,17323875.00,17028672.00,234092.00,16794580.00,17351621.00,3956731.00,1267118.00,593352.00,460303.00,0.00,111049.00
Manufacture of ethyl alcohol,15161,2016,A,6,823,823,11198124.00,8081245.00,798157.00,7283088.00,11769050.00,5873349.00,4083647.00,475144.00,793468.00,0.00,0.00
Manufacture of organic acids and organic compounds,15164,2016,A,3,128,128,1217336.00,1017132.00,56917.00,960215.00,1146125.00,853500.00,286021.00,12348.00,-27884.00,0.00,0.00
"Manufacture of basic chemicals, except fertilizers and nitrogen compounds, n.e.c.",15165,2016,A,8,535,535,5250416.00,4268965.00,248266.00,4020698.00,5280735.00,3464641.00,1502136.00,85707.00,172237.00,0.00,97721.00
Manufacture of fertilizers and nitrogen compounds,15166,2016,A,7,726,705,18951194.00,17666981.00,600916.00,17066065.00,18657759.00,14169442.00,2561175.00,258431.00,-645543.00,0.00,850907.00
Manufacture of plastic synthetic resins,15167,2016,A,12,756,756,7803148.00,7070587.00,373789.00,6696798.00,6745640.00,4704754.00,1360939.00,89682.00,-175200.00,0.00,0.00
Manufacture of plastic materials except man-made fiber and glass fiber,15168,2016,A,5,445,445,502156.00,492919.00,78271.00,414648.00,469340.00,313585.00,114381.00,3906.00,-9475.00,0.00,0.00
Manufacture of pesticides and other agro-chemical products,15169,2016,A,9,1071,1071,4553356.00,4035708.00,336136.00,3699572.00,3840293.00,2369199.00,1078776.00,45690.00,-414179.00,0.00,0.00
Manufacture of paints,15170,2016,A,32,2673,2671,24418753.00,11083191.00,1019668.00,10063523.00,23749903.00,7675805.00,14905349.00,165428.00,12853.00,0.00,0.00
"Manufacture of paint removers, thinners, and brush cleaners",15172,2016,A,3,261,260,1722582.00,1650751.00,68272.00,1582478.00,1737415.00,1512827.00,166453.00,12504.00,54840.00,0.00,0.00
Manufacture of printing ink,15174,2016,A,15,1177,1177,4040568.00,3681456.00,291926.00,3389531.00,4040566.00,3152952.00,777455.00,29586.00,200673.00,0.00,0.00
"Manufacture of paint products, n.e.c.",15175,2016,A,4,319,319,1173161.00,1084294.00,96287.00,988007.00,1089187.00,856665.00,210499.00,5495.00,-15690.00,0.00,0.00
Manufacture of soap and detergents,15176,2016,A,43,4430,4425,61865797.00,49617659.00,2969091.00,46648568.00,60644900.00,27433497.00,15769093.00,1543310.00,-266527.00,0.00,0.00
"Manufacture of cleaning preparations, except soap and detergents",15177,2016,A,5,430,430,1133389.00,1033055.00,73114.00,959942.00,1102173.00,879872.00,207222.00,6825.00,-13596.00,0.00,0.00
"Manufacture of perfumes, cosmetics and other toilet preparations",15179,2016,A,49,5346,5344,17155761.00,15754888.00,1843051.00,13911836.00,17362290.00,10005408.00,4518124.00,203449.00,655849.00,0.00,0.00
"Manufacture of explosives, fireworks and firecrackers",15180,2016,A,3,933,932,3214178.00,2762204.00,304483.00,2457720.00,3207685.00,1827986.00,821361.00,526.00,38868.00,0.00,0.00
Manufacture of writing and drawing ink,15182,2016,A,4,277,277,365679.00,339983.00,50834.00,289149.00,373977.00,227093.00,89922.00,123.00,8634.00,0.00,0.00
Manufacture of glues and adhesives,15183,2016,A,14,1185,1185,9655185.00,8040948.00,703045.00,7337903.00,9624630.00,5667140.00,2719727.00,247533.00,188695.00,0.00,0.00
Manufacture of activated carbon,15184,2016,A,4,292,292,2350649.00,2305494.00,126519.00,2178975.00,2218715.00,1777415.00,317549.00,27026.00,28316.00,0.00,0.00
"Manufacture of miscellaneous chemical products, n.e.c.",15185,2016,A,10,728,728,1207198.00,1033696.00,197978.00,835718.00,1202495.00,539521.00,468282.00,16555.00,-3601.00,0.00,684.00
"Manufacture of drugs and medicines including biological products such as bacterial and virus vaccines, sera and plasma",15188,2016,A,79,12836,12814,70912288.00,52137685.00,6825901.00,45311784.00,45552604.00,20518901.00,20829884.00,1816409.00,378150.00,0.00,0.00
"Manufacture of surgical dressings, medicated wadding , fracture bandages, catgut, and other prepared sutures",15189,2016,A,3,480,480,513080.00,453194.00,73000.00,380193.00,510942.00,340820.00,141849.00,3328.00,12395.00,9644.00,0.00
Manufacture of rubber tires (including parts) and tubes,15190,2016,A,5,3717,3701,18388568.00,14541941.00,747001.00,13794940.00,17917031.00,10654147.00,6848040.00,1171969.00,-133379.00,0.00,126024.00
Manufacture of rubber garments,15192,2016,A,3,159,159,162112.00,141712.00,39727.00,101985.00,181379.00,109645.00,65868.00,0.00,23857.00,0.00,0.00
"Manufacture of industrial and other molded rubber products, excluding tires and tubes",15193,2016,A,46,5697,5692,9200143.00,8359586.00,1468589.00,6890997.00,9116095.00,5579877.00,2949155.00,386699.00,70239.00,0.00,0.00
"Manufacture of other rubber products, n.e.c.",15194,2016,A,17,983,983,2335046.00,1606333.00,264475.00,1341858.00,2392713.00,1175457.00,1070067.00,12410.00,85728.00,600.00,0.00
Manufacture of plastic pipes and tubes,15198,2016,A,41,3660,3645,12415521.00,10514476.00,884919.00,9629557.00,12520484.00,8644365.00,3152898.00,167731.00,299173.00,0.00,0.00
"Manufacture of other plastic, industrial /office/school supplies",15199,2016,A,52,7731,7722,12286977.00,11242561.00,1933078.00,9309483.00,11352991.00,6733492.00,3792793.00,369368.00,-613489.00,66242.00,0.00
"Manufacture of primary plastic products (e.g. sheets, film, plates, etc.)",15200,2016,A,13,860,860,3871016.00,3885550.00,252813.00,3632737.00,3814699.00,3153598.00,412822.00,49071.00,-129649.00,0.00,0.00
"Manufacture of plastic window and door screen, shades and venetian blinds",15202,2016,A,12,694,694,1542597.00,1469599.00,143752.00,1325847.00,1619128.00,1279281.00,276639.00,77954.00,90172.00,0.00,0.00
Manufacture of flat glass (including float glass),15204,2016,A,9,784,783,3990829.00,4255200.00,234863.00,4020337.00,3869093.00,2885851.00,306732.00,40637.00,-81183.00,0.00,0.00
Manufacture of glass containers,15205,2016,A,5,996,996,9157807.00,7898518.00,632564.00,7265954.00,8882375.00,4432626.00,2798375.00,790832.00,-32402.00,0.00,0.00
Manufacture of glass fibers (including glass wool) and yarn of glass fibers,15206,2016,A,9,927,927,1601305.00,1537556.00,204945.00,1332610.00,1564906.00,1140405.00,297560.00,8926.00,12276.00,0.00,0.00
"Manufacture of glass and glass products, n.e.c.",15207,2016,A,15,1044,1044,1739097.00,1568843.00,165475.00,1403368.00,1724362.00,1248996.00,379995.00,0.00,6482.00,0.00,0.00
Manufacture of clay building materials,15209,2016,A,9,2248,2248,5137063.00,4717500.00,490119.00,4227382.00,4765164.00,2828521.00,1355220.00,215614.00,42985.00,0.00,0.00
Manufacture of vitreous china tableware and other kitchen articles of a kind commonly used for domestic or toilet purposes,15210,2016,A,14,8964,8961,45456794.00,38658090.00,2942818.00,35715273.00,44941139.00,32248377.00,11419195.00,1570277.00,24550.00,330.00,0.00
Manufacture of cement,15215,2016,A,14,3623,3619,112272419.00,88599847.00,2939343.00,85660504.00,108012559.00,56894269.00,36359097.00,4536851.00,2185153.00,0.00,0.00
Manufacture of lime,15216,2016,A,5,311,311,1039718.00,913697.00,46280.00,867418.00,1036024.00,606282.00,319645.00,20194.00,-44006.00,0.00,0.00
Manufacture of structural concrete products,15217,2016,A,97,6649,6645,21906405.00,19506324.00,1409314.00,18097010.00,21734046.00,16637059.00,4388698.00,409449.00,154754.00,0.00,0.00
"Manufacture of articles of concrete, cement and plaster, n.e.c.",15218,2016,A,10,529,529,2862818.00,2318619.00,158187.00,2160431.00,2567059.00,1432655.00,829874.00,47570.00,53830.00,0.00,0.00
"Cutting, shaping and finishing of stone",15219,2016,A,8,457,457,1834317.00,1602749.00,116143.00,1486607.00,1802711.00,995019.00,455900.00,-130.00,-47234.00,0.00,0.00
Manufacture of asphalt products,15220,2016,A,4,644,641,1856738.00,1665211.00,145851.00,1519360.00,1473700.00,1227953.00,409370.00,34550.00,-80124.00,0.00,0.00
Manufacture of marble products,15222,2016,A,5,137,137,42986.00,31129.00,13285.00,17844.00,40843.00,11554.00,27095.00,90.00,-2304.00,0.00,0.00
Manufacture of abrasive products,15223,2016,A,3,544,544,1516258.00,1477687.00,130410.00,1347277.00,1508266.00,1282967.00,192860.00,6263.00,-6630.00,0.00,0.00
Operation of blast furnaces and steel making furnaces,15225,2016,A,49,4708,4708,46213369.00,40486689.00,1388388.00,39098301.00,45412820.00,36548254.00,7578134.00,442582.00,1212450.00,0.00,0.00
Operation of rolling mills,15226,2016,A,20,1803,1793,20846721.00,19483284.00,549575.00,18933710.00,18832209.00,15866083.00,2476865.00,310198.00,200405.00,0.00,0.00
"Pipes and tubes manufacturing, iron or steel",15227,2016,A,26,3026,3024,9878137.00,8624203.00,752026.00,7872176.00,9838255.00,6780970.00,2629586.00,248721.00,-427046.00,0.00,0.00
Manufacture of pipe fittings of iron or steel,15228,2016,A,6,359,359,1507115.00,1473298.00,80650.00,1392649.00,1541340.00,1329974.00,165146.00,1773.00,23313.00,0.00,0.00
"Manufacture of galvanized steel sheets, tinplates and other coated metal products made in steel works or rolling mills",15229,2016,A,27,2025,2023,20541247.00,18852577.00,836301.00,18016276.00,21427772.00,17280939.00,3031865.00,15854.00,1991548.00,0.00,0.00
"Operation of steel works and rolling mills, n.e.c.",15230,2016,A,3,399,399,2163121.00,1993702.00,84071.00,1909632.00,2132402.00,1700456.00,317695.00,2256.00,-62397.00,0.00,0.00
Gold and other precious metal refining,15231,2016,A,3,382,372,2544147.00,2589939.00,31756.00,2558183.00,2436054.00,1147053.00,167050.00,15771.00,-99051.00,0.00,0.00
"Non-ferrous smelting and refining , except precious metals",15232,2016,A,5,1191,1191,97651741.00,94953381.00,661503.00,94291878.00,108222400.00,99157209.00,7285229.00,1249690.00,12119007.00,0.00,0.00
"Non-ferrous rolling, drawing and extrusion mills",15233,2016,A,3,96,92,762647.00,303921.00,35423.00,268498.00,759650.00,232607.00,507907.00,3776.00,12396.00,0.00,0.00
Manufacture of pipe fittings of non-ferrous metals,15234,2016,A,5,246,246,259598.00,237338.00,27370.00,209968.00,247199.00,168086.00,60087.00,0.00,1365.00,0.00,0.00
"Manufacture of basic precious and other non-ferrous metals, n.e.c.",15235,2016,A,3,252,252,1386952.00,1043667.00,123643.00,920024.00,1406940.00,892784.00,475375.00,0.00,100567.00,0.00,0.00
Casting/foundry of iron,15236,2016,A,10,423,423,365943.00,340310.00,82034.00,258277.00,366143.00,232273.00,125955.00,8187.00,5158.00,0.00,0.00
Casting/foundry of steel,15237,2016,A,7,609,609,1292789.00,1177271.00,204697.00,972574.00,1260544.00,693619.00,336001.00,55367.00,-7921.00,0.00,0.00
Aluminum and aluminum base alloy casting,15238,2016,A,14,1491,1491,3051295.00,2669686.00,431925.00,2237762.00,3058952.00,1975923.00,913795.00,21494.00,77965.00,0.00,0.00
"Copper and copper base alloy (brass, bronze) casting",15239,2016,A,4,532,532,2927102.00,2661104.00,175290.00,2485814.00,2926126.00,2137817.00,492391.00,0.00,-86743.00,0.00,0.00
Zinc and zinc alloy casting,15240,2016,A,5,684,684,1118996.00,1065885.00,186544.00,879342.00,1109012.00,737291.00,245767.00,51708.00,-8597.00,0.00,0.00
"Manufacture of structural steel products and metal components of bridges, smoke stacks and buildings",15242,2016,A,35,10451,10449,9943274.00,8728848.00,2014568.00,6714280.00,9874051.00,5289596.00,3398951.00,200017.00,137150.00,0.00,0.00
"Manufacture of other architectural and related metal work (e.g., doors, windows, shutters, gates, etc.)",15243,2016,A,60,3079,3074,3838126.00,3578729.00,494268.00,3084461.00,3830640.00,2735401.00,896797.00,37228.00,83877.00,0.00,0.00
"Manufacture of structural metal products, n.e.c.",15244,2016,A,40,2677,2675,11390516.00,10023730.00,723592.00,9300139.00,9657843.00,6961780.00,2465427.00,87192.00,197134.00,0.00,0.00
"Manufacture of tanks, reservoirs and containers of metal",15245,2016,A,17,1854,1854,3753445.00,3593810.00,561210.00,3032600.00,3733802.00,2446390.00,816437.00,67439.00,-15847.00,0.00,0.00
"Manufacture of steam generators, except central heating hot water boilers",15246,2016,A,6,1314,1314,2187983.00,1655846.00,622070.00,1033776.00,2077140.00,616821.00,1297710.00,86230.00,69469.00,0.00,0.00
Manufacture of small arms and accessories,15247,2016,A,6,1096,1095,3233159.00,3063374.00,643297.00,2420077.00,3296870.00,2059508.00,939019.00,8497.00,333315.00,0.00,0.00
"Forging, pressing, stamping and roll-forming of metal products",15249,2016,A,63,7214,7210,19669491.00,19082802.00,2040207.00,17042595.00,19323987.00,14413479.00,3723362.00,202133.00,9346.00,0.00,0.00
Treatment and coating of metals; machining,15251,2016,A,26,1594,1588,3177340.00,3036346.00,446784.00,2589562.00,3121675.00,1780161.00,995676.00,196403.00,55762.00,0.00,0.00
Manufacture of cutlery,15252,2016,A,6,405,405,952368.00,933172.00,115727.00,817445.00,812363.00,561297.00,182368.00,6015.00,-126434.00,0.00,0.00
Manufacture of hand tools,15253,2016,A,10,558,557,760414.00,622412.00,135667.00,486745.00,737897.00,408092.00,297125.00,4418.00,16346.00,0.00,0.00
Manufacture of general hardware,15254,2016,A,8,3512,3512,4339503.00,4187217.00,659616.00,3527600.00,4250702.00,3128758.00,952305.00,5865.00,42954.00,0.00,0.00
Manufacture of metal containers used for the packing or conveyance of goods,15257,2016,A,33,3670,3656,16586303.00,16212506.00,1100344.00,15112162.00,16210403.00,13420130.00,2168020.00,142362.00,-750344.00,0.00,0.00
"Manufacture of wire nails, not in steel rolling",15258,2016,A,8,441,441,874767.00,822000.00,54790.00,767210.00,947484.00,802988.00,120221.00,3595.00,-78371.00,0.00,0.00
Manufacture of small hand-operated kitchen appliances,15260,2016,A,4,370,370,1334431.00,1209915.00,136208.00,1073706.00,1347059.00,930694.00,302286.00,30695.00,15845.00,0.00,0.00
Manufacture of metal sanitary ware and plumbing fixtures,15261,2016,A,4,1014,1014,2358679.00,1644621.00,216054.00,1428568.00,2564177.00,1255682.00,1116047.00,21.00,236362.00,0.00,0.00
"Manufacture of needles (except for knitting and sewing machines), pins and fasteners including zippers",15262,2016,A,3,628,628,1476904.00,1318121.00,320020.00,998101.00,1346279.00,728732.00,550284.00,-11868.00,-101566.00,0.00,0.00
"Manufacture of aluminum window and door screens, shades and venetian blinds",15263,2016,A,10,1421,1421,2436890.00,2356444.00,370524.00,1985920.00,2416603.00,1649871.00,560022.00,3898.00,-144544.00,0.00,0.00
"Manufacture of miscellaneous fabricated metal products, n.e.c.",15264,2016,A,95,8171,8166,10633534.00,9656339.00,1735509.00,7920829.00,10453074.00,6757948.00,3025941.00,37286.00,151434.00,0.00,0.00
Manufacture of semi-conductor devices and other electronic components,15266,2016,A,148,150047,149997,466450252.00,367761244.00,52713219.00,315048025.00,468250403.00,254417600.00,194144220.00,47112999.00,10598526.00,274018.00,0.00
Manufacture of computers and peripheral equipment and accessories,15267,2016,A,38,58179,58171,184006730.00,163877051.00,13581056.00,150295995.00,183652884.00,138552490.00,38683387.00,2840350.00,-35320532.00,0.00,0.00
Manufacture of communication equipment,15268,2016,A,12,3810,3809,6062779.00,5674246.00,809472.00,4864774.00,5657603.00,3804817.00,1564189.00,199556.00,-18736.00,0.00,0.00
Manufacture of consumer electronics,15269,2016,A,24,11998,11994,60195730.00,49430132.00,2061350.00,47368782.00,61752706.00,46508211.00,14066446.00,210513.00,1911735.00,0.00,0.00
"Manufacture of radar equipment, radio remote control apparatus",15270,2016,A,10,840,840,1662327.00,1534495.00,125803.00,1408693.00,1628624.00,1287420.00,289896.00,76548.00,9554.00,0.00,0.00
Manufacture of watches and clocks of all kinds including cases of precious metals,15277,2016,A,3,2127,2127,1020758.00,979031.00,598867.00,380165.00,1018916.00,208200.00,692756.00,27389.00,6366.00,0.00,0.00
Manufacture of optical instruments and lenses,15279,2016,A,20,6785,6780,15007298.00,13506203.00,2046220.00,11459983.00,14738246.00,10134866.00,4115191.00,248157.00,-345042.00,0.00,0.00
Manufacture of photographic equipment and accessories,15280,2016,A,12,3762,3762,9083774.00,7837830.00,1167422.00,6670407.00,8836812.00,5629743.00,2893604.00,16208.00,159684.00,0.00,0.00
Manufacture of electric motors and generators,15282,2016,A,7,505,505,824095.00,827420.00,117137.00,710283.00,821711.00,613560.00,155045.00,6714.00,24593.00,0.00,0.00
Manufacture of electrical transformers,15283,2016,A,22,3897,3888,5611394.00,5366475.00,847092.00,4519383.00,5183783.00,3191771.00,1704618.00,86535.00,701217.00,0.00,0.00
Manufacture of switch gear and switchboard apparatus,15284,2016,A,6,642,642,1459499.00,1397118.00,109797.00,1287322.00,1460394.00,1190609.00,207191.00,6455.00,71717.00,0.00,0.00
Manufacture of electricity distribution equipment,15285,2016,A,9,2646,2646,9909607.00,8623991.00,752016.00,7871975.00,9726476.00,6217134.00,2761475.00,32706.00,51201.00,0.00,0.00
"Manufacture of switches, fuses, sockets, plugs, conductors and lightning arresters and other control apparatus",15286,2016,A,10,1678,1662,2777629.00,2638307.00,313716.00,2324590.00,2773715.00,2035644.00,603173.00,21132.00,3333.00,0.00,0.00
Manufacture of accumulators (storage batteries) including parts,15287,2016,A,5,3083,3083,16187772.00,13585185.00,1689238.00,11895948.00,15917702.00,9847047.00,5607796.00,50593.00,-284789.00,0.00,0.00
Manufacture of fiber optic cables,15289,2016,A,3,392,392,686434.00,660736.00,156838.00,503899.00,692587.00,383667.00,204177.00,0.00,-17127.00,0.00,0.00
Manufacture of other electronic and electric wires and cables,15290,2016,A,30,7458,7364,28494016.00,27649692.00,2158644.00,25491047.00,28132604.00,22229899.00,4237147.00,934283.00,362278.00,0.00,0.00
Manufacture of wiring devices,15291,2016,A,4,161,161,260952.00,233543.00,64897.00,168646.00,260225.00,148505.00,98564.00,4105.00,6196.00,0.00,0.00
Manufacture of electric lamps fluorescent and fixtures,15292,2016,A,22,4730,4730,8962290.00,7137684.00,968127.00,6169556.00,7686441.00,5061014.00,3062219.00,40432.00,-33454.00,0.00,0.00
Manufacture of lighting equipment and parts except for use on cycle and motor equipment,15293,2016,A,7,1151,1151,1961706.00,1765688.00,225481.00,1540207.00,2005122.00,1394409.00,464732.00,58944.00,59809.00,0.00,0.00
Manufacture of lighting sets used for christmas trees and the like,15295,2016,A,3,567,567,396981.00,390775.00,27234.00,363541.00,396965.00,337703.00,45434.00,0.00,-3.00,0.00,0.00
Manufacture of domestic electric fans,15296,2016,A,5,511,511,913797.00,833497.00,79805.00,753692.00,914859.00,710292.00,178103.00,48172.00,11438.00,0.00,0.00
"Manufacture of domestic cooking appliances (e.g. ovens, ranges, cookers, stoves, grillers, etc.)",15298,2016,A,4,264,264,2062771.00,1872236.00,202755.00,1669480.00,1979687.00,1340377.00,473554.00,10643.00,-12078.00,0.00,0.00
Manufacture of domestic-type water filters and/or purifiers,15300,2016,A,3,131,131,701618.00,670656.00,37324.00,633331.00,704251.00,590131.00,80213.00,0.00,-6340.00,0.00,0.00
"Manufacture of domestic appliances, n.e.c.",15301,2016,A,8,1313,1312,12646350.00,12278484.00,694593.00,11583891.00,10870132.00,7899752.00,1148972.00,92889.00,69413.00,0.00,0.00
Manufacture of uninterruptible power supplies (ups),15303,2016,A,3,6979,6979,46499965.00,39855766.00,3241857.00,36613908.00,46480220.00,32950379.00,10440483.00,968626.00,946273.00,0.00,0.00
"Manufacture of appliance cords, extension cords, and other electrical cord",15304,2016,A,14,3712,3712,8046086.00,7438567.00,1088915.00,6349652.00,7975416.00,4708333.00,2394299.00,177829.00,87937.00,24629.00,0.00
Manufacture of internal combustion engines (gas and diesel),15306,2016,A,3,470,470,668974.00,653546.00,139215.00,514332.00,664655.00,335552.00,262536.00,0.00,-24339.00,0.00,0.00
Manufacture of fluid power equipment,15309,2016,A,5,2147,2147,15342803.00,14636947.00,1259497.00,13377450.00,15271601.00,12110250.00,2897957.00,271687.00,1032698.00,0.00,0.00
"Manufacture of pumps for liquids, vacuum pumps, air or other gas compressors",15310,2016,A,4,407,407,3253304.00,2991795.00,187806.00,2803989.00,3153617.00,2484066.00,488260.00,46154.00,27588.00,0.00,0.00
"Manufacture of bearings, gears and driving elements",15312,2016,A,6,909,909,1812132.00,1880431.00,263320.00,1617111.00,1708282.00,1297223.00,319341.00,7454.00,-38267.00,0.00,0.00
"Manufacture of lifting and hoisting machinery, cranes, elevators , industrial trucks, tractors, stackers, specialized ports for lifting and handling equipment",15314,2016,A,9,495,495,686230.00,643333.00,84334.00,559000.00,656467.00,460333.00,156328.00,1445.00,15885.00,178.00,0.00
"Manufacture of derricks, lifting and handling equipment for construction and mining",15315,2016,A,5,336,336,418300.00,297119.00,121424.00,175696.00,383529.00,82027.00,237972.00,7655.00,-13665.00,0.00,0.00
"Manufacture of calculating machines, adding machines, cash registers, calculators",15317,2016,A,4,9931,9931,21893153.00,21362506.00,1421443.00,19941062.00,21384730.00,17421768.00,3192159.00,67228.00,-235133.00,2724.00,0.00
Manufacture of refrigerating or freezing equipment for commercial purposes,15323,2016,A,5,352,352,3940325.00,3410385.00,249522.00,3160862.00,3944324.00,2748638.00,875274.00,10167.00,121168.00,0.00,0.00
Manufacture of unit air-conditioners,15324,2016,A,11,1205,1205,12905250.00,10042724.00,865106.00,9177618.00,11332194.00,6228233.00,3901679.00,55429.00,171733.00,0.00,0.00
Manufacture of packing and wrapping machinery,15325,2016,A,4,227,227,369705.00,314684.00,53682.00,261001.00,350219.00,204963.00,115652.00,4286.00,12379.00,0.00,0.00
"Manufacture of fans intended for industrial applications, exhaust hoods for commercial, laboratory or industrial use",15327,2016,A,5,259,259,459142.00,368262.00,69016.00,299246.00,458898.00,265813.00,172304.00,0.00,34141.00,0.00,0.00
"Manufacture of gas or electric welding, brazing or soldering machines",15328,2016,A,11,833,833,3288050.00,2674325.00,321347.00,2352977.00,2951331.00,1714656.00,1047501.00,69018.00,89985.00,0.00,0.00
"Manufacture of agricultural and forestry machinery and equipment, n.e.c.",15332,2016,A,8,710,706,819906.00,787108.00,101002.00,686107.00,638367.00,425490.00,152762.00,20617.00,-2056.00,0.00,0.00
Manufacture of machine tools for working metal,15333,2016,A,7,567,567,1448011.00,1309690.00,154776.00,1154914.00,1251017.00,914377.00,294210.00,26578.00,6241.00,0.00,0.00
Manufacture of machine tools and accessories including precision measuring tools,15334,2016,A,6,404,402,418109.00,365459.00,94537.00,270922.00,414097.00,225065.00,159911.00,356.00,-1507.00,247.00,0.00
Parts and accessories for the machine tools classified in this group,15335,2016,A,5,538,538,706176.00,782687.00,210190.00,572498.00,717049.00,443349.00,191274.00,10773.00,17001.00,0.00,0.00
Manufacture of machinery for metallurgy,15337,2016,A,36,4614,4609,9061745.00,8136044.00,1141803.00,6994240.00,8267021.00,4612768.00,2863853.00,42203.00,-537452.00,2127.00,0.00
Manufacture of machinery for food processing,15340,2016,A,12,893,888,824476.00,692321.00,185043.00,507278.00,770281.00,400854.00,340139.00,21869.00,75129.00,1850.00,0.00
"Manufacture of machinery for pulp, paper and paperboard industries",15345,2016,A,4,291,291,594149.00,539681.00,76800.00,462881.00,585278.00,411176.00,149459.00,27218.00,22678.00,0.00,0.00
Manufacture of machinery for working rubber or plastic or for the manufacture of products of these materials,15346,2016,A,3,264,264,398318.00,376300.00,30599.00,345702.00,401409.00,309953.00,72171.00,12055.00,2727.00,0.00,0.00
